depart_hr,second,rq_time,start (MGRA),end (MGRA),mode
18,1860,66660,9388,1343,DRIVEALONEFREE
18,2305,67105,1343,9388,SHARED3FREE
11,1311,40911,9541,9402,WALK
11,300,39900,9402,9541,WALK
8,1976,30776,9400,9424,WALK
9,670,33070,9424,9422,WALK
17,1761,62961,9422,9400,WALK
7,1627,26827,9400,1288,DRIVEALONEFREE
7,2347,27547,1288,9400,SHARED2FREE
13,825,47625,9249,9421,SHARED3FREE
13,1534,48334,9421,9421,SHARED3FREE
13,679,47479,1289,1288,DRIVEALONEFREE
14,2392,52792,1288,1289,DRIVEALONEFREE
13,2425,49225,9424,948,WALK
14,741,51141,948,9424,WALK
6,1407,23007,9222,9222,WALK
13,1621,48421,9222,9222,WALK
14,2576,52976,9222,9301,SHARED2FREE
15,2244,56244,9301,9222,SHARED2FREE
17,1150,62350,9445,9341,SHARED3FREE
8,958,29758,9423,9429,DRIVEALONEFREE
19,1375,69775,9425,9429,DRIVEALONEFREE
8,739,29539,948,9414,SHARED2FREE
20,980,72980,9414,9387,SHARED3FREE
17,3570,64770,1361,9233,SHARED3FREE
17,777,61977,9277,9358,DRIVEALONEFREE
17,3167,64367,9358,9429,DRIVEALONEFREE
8,1795,30595,9424,9243,SHARED3FREE
15,90,54090,9227,9414,SHARED2FREE
7,2528,27728,9396,9398,SHARED3FREE
17,52,61252,9398,9396,WALK_TRANSIT
8,1763,30563,9388,9348,WALK_TRANSIT
15,2818,56818,9348,9388,WALK_TRANSIT
15,1323,55323,9388,948,SHARED3FREE
16,742,58342,948,9388,SHARED2FREE
15,3532,57532,9445,948,SHARED2FREE
20,3196,75196,9301,9417,TAXI
21,1364,76964,9417,9301,DRIVEALONEFREE
18,553,65353,9301,9400,SHARED3FREE
18,439,65239,9400,9301,SHARED3FREE
8,1184,29984,9278,9318,SHARED2FREE
11,3451,43051,9430,9445,WALK
11,1840,41440,9445,9414,WALK
20,882,72882,9414,9430,WALK
14,587,50987,9318,9344,WALK_TRANSIT
17,2395,63595,9318,9414,DRIVEALONEFREE
19,1380,69780,9414,9318,DRIVEALONEFREE
11,856,40456,1334,9414,SHARED2FREE
18,2677,67477,9276,9394,TAXI
20,856,72856,9394,9409,TAXI
20,1079,73079,9409,9276,TAXI
12,563,43763,9276,9330,WALK_TRANSIT
16,823,58423,9330,9276,SHARED2FREE
14,2474,52874,1293,1288,WALK
8,2937,31737,9335,9445,SHARED2FREE
8,401,29201,1046,950,DRIVEALONEFREE
9,2953,35353,9388,9277,WALK_TRANSIT
12,3589,46789,9277,9388,SHARED3FREE
17,3027,64227,9389,9411,DRIVEALONEFREE
12,419,43619,1289,9410,WALK
12,2808,46008,9410,1289,WALK
7,2489,27689,9391,1289,WALK
19,3406,71806,1289,9391,WALK
11,16,39616,9411,1296,DRIVEALONEFREE
13,211,47011,1296,9415,DRIVEALONEFREE
14,3095,53495,9415,1296,DRIVEALONEFREE
10,1014,37014,9387,9249,WALK
10,1495,37495,9249,9387,WALK
8,1364,30164,9337,9411,SHARED2FREE
12,539,43739,9541,9249,WALK_TRANSIT
17,2325,63525,9330,9251,BIKE
17,2992,64192,9375,9445,DRIVEALONEFREE
7,352,25552,9377,9348,WALK
10,250,36250,9348,9377,WALK
17,2889,64089,9424,9445,WALK
7,2060,27260,9424,9264,SHARED3FREE
17,1494,62694,9264,9424,SHARED2FREE
8,318,29118,9315,9360,SHARED3FREE
10,2455,38455,9360,9315,WALK_TRANSIT
17,2897,64097,9315,9397,DRIVEALONEFREE
18,1546,66346,9397,9315,SHARED2FREE
7,1084,26284,9336,9403,SHARED3FREE
16,2985,60585,9403,9336,SHARED3FREE
17,2687,63887,9252,9336,SHARED3FREE
7,2332,27532,9336,9225,WALK
17,854,62054,9336,9345,WALK
18,1489,66289,9345,9336,WALK
11,1741,41341,9336,9414,TNC_SINGLE
12,1859,45059,9414,9336,TNC_SHARED
15,1933,55933,9344,9253,DRIVEALONEFREE
15,3375,57375,9253,9344,DRIVEALONEFREE
8,3227,32027,9310,9267,DRIVEALONEFREE
8,478,29278,9267,9344,DRIVEALONEFREE
8,2329,31129,1291,9416,SHARED2FREE
15,625,54625,9416,1291,SHARED2FREE
7,2723,27923,1291,9356,SHARED2FREE
15,1217,55217,9356,1291,SHARED2FREE
9,619,33019,1291,9428,WALK
13,1796,48596,9428,1291,WALK
11,596,40196,9391,9322,DRIVEALONEFREE
12,2646,45846,9322,9391,DRIVEALONEFREE
17,740,61940,9391,9397,WALK
17,2822,64022,9397,9391,WALK
13,1496,48296,948,948,SHARED2FREE
13,2351,49151,948,948,WALK
17,2056,63256,9310,9388,BIKE
17,1562,62762,9388,9402,BIKE
17,1915,63115,9402,9394,WALK_TRANSIT
23,132,82932,9333,9445,TAXI
15,1530,55530,9352,9334,SHARED3FREE
16,2635,60235,1386,9286,DRIVEALONEFREE
10,563,36563,9391,9281,WALK
14,225,50625,9249,9403,WALK_TRANSIT
13,1547,48347,9410,9363,WALK_TRANSIT
13,864,47664,9363,9414,DRIVEALONEFREE
13,2542,49342,9414,9363,WALK
7,1532,26732,9276,9384,TAXI
17,3010,64210,9384,9276,DRIVEALONEFREE
17,1319,62519,9395,9282,WALK_TRANSIT
23,2828,85628,9282,9393,WALK_TRANSIT
23,390,83190,9393,9395,WALK_TRANSIT
8,2368,31168,9333,9394,SHARED2FREE
9,2068,34468,9394,9333,SHARED2FREE
16,587,58187,9333,9428,WALK
19,3028,71428,9428,9333,WALK
17,498,61698,9394,9333,DRIVEALONEFREE
15,1302,55302,9251,9322,WALK_TRANSIT
19,1241,69641,9322,9251,WALK_TRANSIT
19,2091,70491,9385,9251,DRIVEALONEFREE
13,1730,48530,9249,9414,WALK
13,3052,49852,9414,9249,WALK
12,890,44090,9249,9249,DRIVEALONEFREE
12,3104,46304,9251,9414,WALK
14,3223,53623,9414,9251,WALK
13,1595,48395,9421,1288,DRIVEALONEFREE
8,1976,30776,9318,9296,WALK
16,2813,60413,9296,9318,WALK
19,467,68867,9318,9414,SHARED2FREE
19,3471,71871,9414,9318,SHARED2FREE
20,139,72139,9318,1386,DRIVEALONEFREE
10,2089,38089,9318,9223,BIKE
11,3454,43054,9223,9318,BIKE
15,1719,55719,9220,9277,DRIVEALONEFREE
16,551,58151,9277,9394,DRIVEALONEFREE
16,538,58138,9394,9220,TAXI
7,766,25966,9262,9255,WALK
15,412,54412,9255,9262,WALK
12,2406,45606,9388,9445,WALK_TRANSIT
15,2547,56547,9445,9388,DRIVEALONEFREE
14,229,50629,9402,9384,SHARED2FREE
14,1973,52373,9384,9416,SHARED2FREE
10,1495,37495,9320,9337,WALK
13,2341,49141,9337,9320,WALK
14,111,50511,9320,1293,DRIVEALONEFREE
13,1480,48280,9414,9414,DRIVEALONEFREE
13,2641,49441,9414,9304,DRIVEALONEFREE
7,2176,27376,9255,9414,SHARED2FREE
7,907,26107,9255,9397,DRIVEALONEFREE
15,84,54084,9397,9255,DRIVEALONEFREE
21,1250,76850,9418,9316,SHARED3FREE
7,2029,27229,9262,9393,DRIVEALONEFREE
22,1478,80678,9393,9262,DRIVEALONEFREE
19,1886,70286,9246,9262,DRIVEALONEFREE
12,544,43744,9414,9249,TNC_SINGLE
12,682,43882,9249,9262,WALK_TRANSIT
20,391,72391,9420,9402,TNC_SINGLE
10,956,36956,9242,9237,SHARED3FREE
18,1457,66257,9237,9242,SHARED3FREE
6,833,22433,9242,9400,WALK
15,1452,55452,9400,9242,SHARED3FREE
15,2832,56832,9414,9242,WALK
14,3041,53441,9242,9238,WALK_TRANSIT
14,3385,53785,9238,9242,TNC_SINGLE
7,2070,27270,9239,9272,WALK_TRANSIT
13,2478,49278,9272,9239,TAXI
17,399,61599,9414,9390,SHARED2FREE
11,2506,42106,9345,1293,DRIVEALONEFREE
12,2079,45279,1293,9345,DRIVEALONEFREE
9,451,32851,9349,9306,DRIVEALONEFREE
9,707,33107,9306,9349,SHARED2FREE
10,1224,37224,9421,9414,WALK
10,2478,38478,9414,9249,WALK
11,1728,41328,9249,9421,WALK
7,1520,26720,9349,9421,DRIVEALONEFREE
19,3438,71838,9421,9349,SHARED3FREE
16,425,58025,9298,9308,WALK_TRANSIT
11,1861,41461,9395,9274,DRIVEALONEFREE
17,2794,63994,9413,1293,SHARED2FREE
15,1498,55498,9358,9388,WALK
17,196,61396,9414,9414,DRIVEALONEFREE
6,812,22412,9381,9366,DRIVEALONEFREE
17,2086,63286,9366,9381,DRIVEALONEFREE
19,2414,70814,9395,9227,DRIVEALONEFREE
5,3079,21079,9227,1289,DRIVEALONEFREE
16,356,57956,1293,9329,SHARED2FREE
10,2097,38097,9391,9404,WALK
13,1060,47860,9404,9391,TNC_SINGLE
6,1558,23158,9439,9403,SHARED3FREE
7,3186,28386,9403,1288,SHARED3FREE
7,1475,26675,1288,9542,SHARED3FREE
14,324,50724,9424,9409,WALK_TRANSIT
16,1782,59382,9409,9424,WALK_TRANSIT
9,1495,33895,9243,9349,WALK
10,3552,39552,9349,9243,WALK
17,3549,64749,9243,9414,WALK
19,34,68434,9414,9243,WALK
10,492,36492,9309,9397,DRIVEALONEFREE
17,3458,64658,9397,9309,DRIVEALONEFREE
15,984,54984,9309,9235,SHARED3FREE
16,3040,60640,9235,9309,SHARED3FREE
13,1165,47965,9249,9394,WALK
13,256,47056,9394,9409,SHARED3FREE
6,1687,23287,9366,948,DRIVEALONEFREE
13,3557,50357,9315,1288,TNC_SINGLE
15,117,54117,1288,9315,DRIVEALONEFREE
14,3476,53876,9337,9414,DRIVEALONEFREE
15,2491,56491,9414,9337,WALK_TRANSIT
7,973,26173,9391,9402,SHARED2FREE
11,51,39651,9391,9322,DRIVEALONEFREE
17,1385,62585,9246,9391,SHARED3FREE
8,3564,32364,9332,9375,SHARED2FREE
8,1806,30606,9375,9332,SHARED2FREE
11,2106,41706,9332,9256,SHARED3FREE
12,2698,45898,9256,9332,SHARED3FREE
6,1706,23306,1295,9226,SHARED3FREE
11,2223,41823,9411,9421,WALK
13,168,46968,9421,9411,WALK
13,67,46867,9329,9287,SHARED2FREE
14,2281,52681,9287,9393,SHARED2FREE
14,339,50739,9393,1293,SHARED2FREE
14,1462,51862,1293,9402,SHARED2FREE
14,1968,52368,9402,9329,DRIVEALONEFREE
6,3023,24623,9329,9421,WALK_TRANSIT
7,3525,28725,9421,9329,WALK_TRANSIT
10,130,36130,9329,1293,SHARED3FREE
10,474,36474,1293,9329,SHARED3FREE
19,279,68679,1293,9346,DRIVEALONEFREE
18,2465,67265,1334,9297,DRIVEALONEFREE
21,74,75674,9297,1334,DRIVEALONEFREE
14,1146,51546,1334,1293,DRIVEALONEFREE
14,650,51050,1293,1334,TAXI
11,1371,40971,9400,9357,WALK_TRANSIT
16,3310,60910,9357,9391,SHARED2FREE
17,1823,63023,9391,9357,SHARED2FREE
18,311,65111,9425,9232,TAXI
19,1140,69540,9232,9425,SHARED3FREE
13,1509,48309,9237,9446,DRIVEALONEFREE
12,1401,44601,9388,9424,SHARED3FREE
11,1506,41106,9391,9398,BIKE
9,826,33226,9400,9392,SHARED2FREE
7,1534,26734,9309,9397,WALK_TRANSIT
14,899,51299,9397,9309,SHARED2FREE
15,1906,55906,9309,1288,SHARED3FREE
16,1634,59234,1288,9309,SHARED3FREE
10,609,36609,9404,9421,SHARED2FREE
10,3218,39218,9421,9414,SHARED2FREE
14,1892,52292,9414,9404,SHARED2FREE
20,2001,74001,1334,9324,SHARED2FREE
8,1802,30602,9298,1386,WALK
10,2675,38675,1386,9298,WALK
13,75,46875,9320,9347,DRIVEALONEFREE
16,2064,59664,1293,9320,WALK
16,1510,59110,9308,1300,DRIVEALONEFREE
14,1149,51549,948,9402,DRIVEALONEFREE
14,2018,52418,1293,1293,DRIVEALONEFREE
16,123,57723,9394,9397,WALK
23,947,83747,9397,9394,WALK
12,2084,45284,9399,9394,WALK_TRANSIT
13,1457,48257,9414,9223,DRIVEALONEFREE
20,2941,74941,9264,9398,DRIVEALONEFREE
20,1129,73129,9398,9223,DRIVEALONEFREE
10,1418,37418,9351,1293,DRIVEALONEFREE
11,2077,41677,1293,9424,DRIVEALONEFREE
17,1725,62925,9250,9351,DRIVEALONEFREE
17,1316,62516,9399,9414,WALK
7,1212,26412,9358,9397,WALK_TRANSIT
15,1146,55146,9397,9358,BIKE
8,1763,30563,9414,9358,SHARED2FREE
15,1850,55850,9358,9414,DRIVEALONEFREE
15,3286,57286,9414,9414,DRIVEALONEFREE
17,1740,62940,9414,9358,DRIVEALONEFREE
18,262,65062,9234,1361,TNC_SINGLE
18,1789,66589,9293,9297,SHARED2FREE
8,2820,31620,9303,9364,SHARED2FREE
12,10,43210,9364,9421,WALK
14,1292,51692,9421,9364,WALK
8,1600,30400,9364,9272,SHARED2FREE
16,601,58201,9272,9364,SHARED2FREE
8,1433,30233,9253,9347,WALK_TRANSIT
17,1735,62935,9347,9253,SHARED2FREE
7,428,25628,9253,9314,SHARED2FREE
15,2427,56427,9314,9253,SHARED3FREE
7,707,25907,9253,9284,SHARED2FREE
14,3393,53793,9284,9253,WALK_TRANSIT
9,2720,35120,9253,9390,SHARED2FREE
15,464,54464,9390,9253,WALK_TRANSIT
22,3168,82368,9392,9402,WALK
22,1572,80772,9402,9404,DRIVEALONEFREE
11,1240,40840,9223,9392,WALK
11,836,40436,9392,9223,WALK
10,2376,38376,9355,9357,WALK
11,122,39722,9357,9321,SHARED2FREE
11,1140,40740,9321,9355,SHARED3FREE
17,3113,64313,9445,9414,WALK
18,689,65489,9414,9391,WALK
18,646,65446,9391,9445,WALK
20,891,72891,1293,9391,SHARED2FREE
20,2281,74281,9391,9398,SHARED2FREE
8,52,28852,9403,9303,WALK_TRANSIT
15,2575,56575,9303,9403,WALK_TRANSIT
8,3201,32001,9403,9394,DRIVEALONEFREE
9,3199,35599,9394,9403,DRIVEALONEFREE
9,1119,33519,9266,9264,TAXI
9,629,33029,9264,9400,TAXI
11,540,40140,9400,9266,TAXI
7,606,25806,9266,9269,SHARED2FREE
7,1602,26802,9269,9266,SHARED2FREE
13,1438,48238,9266,9240,SHARED2FREE
15,1528,55528,9240,9266,SHARED2FREE
8,1366,30166,9285,9303,DRIVEALONEFREE
10,2426,38426,9303,9285,SHARED2FREE
9,3282,35682,9351,9344,SHARED3FREE
14,1099,51499,9344,9351,WALK_TRANSIT
18,2844,67644,9363,9414,WALK
19,474,68874,9414,9363,SHARED2FREE
15,2308,56308,1292,1288,DRIVEALONEFREE
15,2883,56883,1288,1292,DRIVEALONEFREE
7,90,25290,9039,9375,BIKE
10,3340,39340,9375,9039,SHARED3FREE
10,321,36321,9335,1293,DRIVEALONEFREE
10,266,36266,1293,9335,DRIVEALONEFREE
5,2260,20260,9403,9249,DRIVEALONEFREE
13,3028,49828,9249,9403,BIKE
15,3035,57035,9403,9428,TAXI
22,19,79219,9318,9236,DRIVEALONEFREE
7,2429,27629,9337,948,SHARED2FREE
11,1363,40963,948,9337,SHARED2FREE
19,858,69258,9297,9291,SHARED3FREE
19,1448,69848,9291,9337,WALK_TRANSIT
8,2221,31021,9337,9375,TAXI
11,1375,40975,9375,9337,WALK
21,3066,78666,9402,9337,DRIVEALONEFREE
10,402,36402,9243,9400,DRIVEALONEFREE
10,2342,38342,9400,9414,SHARED2FREE
11,1853,41453,9414,9424,DRIVEALONEFREE
19,445,68845,948,9296,WALK_TRANSIT
16,891,58491,9308,9317,SHARED2FREE
8,3190,31990,9318,9416,SHARED2FREE
18,1151,65951,9416,9318,SHARED2FREE
8,547,29347,9255,9325,TNC_SINGLE
17,1320,62520,9325,9255,SHARED3FREE
7,486,25686,9256,9260,SHARED2FREE
9,443,32843,9260,9256,SHARED2FREE
7,239,25439,9239,9222,WALK
16,871,58471,9222,9239,WALK
7,997,26197,9429,9224,SHARED3FREE
13,7,46807,9224,9429,SHARED2FREE
8,1287,30087,9429,9445,BIKE
13,3379,50179,9445,9429,WALK_TRANSIT
8,2639,31439,9228,9326,SHARED3FREE
16,676,58276,9326,9228,WALK_TRANSIT
9,3416,35816,1293,9398,SHARED2FREE
12,1042,44242,1288,9402,SHARED3FREE
6,3108,24708,9390,9393,WALK_TRANSIT
11,2219,41819,9409,9419,WALK
11,2117,41717,9419,9409,WALK
8,3091,31891,9284,9285,WALK
12,173,43373,9285,9284,WALK
16,2637,60237,9247,9398,SHARED3FREE
18,3236,68036,9398,9247,WALK
17,3101,64301,948,1293,SHARED3FREE
17,2768,63968,9414,9358,DRIVEALONEFREE
17,362,61562,9445,9418,SHARED2FREE
17,680,61880,9316,9277,DRIVEALONEFREE
18,923,65723,9277,9316,SHARED2FREE
13,1551,48351,1293,9246,DRIVEALONEFREE
19,3328,71728,9264,9253,WALK_TRANSIT
13,1181,47981,9253,9321,DRIVEALONEFREE
13,2391,49191,9321,9253,DRIVEALONEFREE
8,180,28980,9347,9265,TAXI
18,1117,65917,9347,9400,WALK
21,2764,78364,9400,9347,SHARED3FREE
13,1601,48401,9421,9421,DRIVEALONEFREE
7,3053,28253,9307,9397,SHARED2FREE
13,1563,48363,9414,9297,TAXI
11,2803,42403,1293,9414,DRIVEALONEFREE
9,1887,34287,9374,1296,SHARED3FREE
18,183,64983,9293,9280,WALK
18,2849,67649,9280,9293,SHARED3FREE
7,2637,27837,9293,9388,SHARED3FREE
14,1937,52337,9388,9293,WALK_TRANSIT
10,2114,38114,9293,9409,SHARED3FREE
15,2579,56579,9396,9293,SHARED3FREE
19,2817,71217,950,9421,SHARED3FREE
17,2443,63643,9250,9360,SHARED2FREE
6,1562,23162,9439,1293,DRIVEALONEFREE
7,2492,27692,1291,9439,SHARED2FREE
8,17,28817,9439,1291,SHARED2FREE
8,665,29465,1291,9371,WALK
15,2457,56457,9371,1291,WALK
19,442,68842,9323,9325,SHARED3FREE
8,1345,30145,9280,9329,DRIVEALONEFREE
8,186,28986,9365,9232,SHARED3FREE
14,866,51266,9232,9365,SHARED3FREE
8,1698,30498,9365,9427,WALK
17,482,61682,9427,9365,WALK
7,479,25679,1343,9298,SHARED2FREE
15,1213,55213,9298,1343,WALK
8,3043,31843,9285,9408,SHARED3FREE
12,1160,44360,9408,9285,SHARED2FREE
7,2342,27542,9224,9347,SHARED3FREE
14,3421,53821,9347,9224,SHARED3FREE
7,2216,27416,9224,9228,SHARED2FREE
15,1756,55756,9228,9224,WALK_TRANSIT
8,3187,31987,9224,9290,SHARED2FREE
8,2216,31016,9290,9290,DRIVEALONEFREE
8,26,28826,9290,9226,SHARED2FREE
8,1592,30392,9226,9262,SHARED2FREE
8,2935,31735,9262,9224,SHARED2FREE
18,251,65051,9224,9402,DRIVEALONEFREE
18,897,65697,9402,9409,DRIVEALONEFREE
18,1782,66582,9409,9224,DRIVEALONEFREE
18,418,65218,9414,9255,SHARED3FREE
7,672,25872,9296,9276,BIKE
14,3000,53400,9276,9296,BIKE
8,2638,31438,9270,9309,SHARED2FREE
16,1948,59548,9309,9270,SHARED2FREE
8,163,28963,9270,9257,SHARED2FREE
16,3569,61169,9257,9270,SHARED2FREE
7,48,25248,9264,9227,SHARED3FREE
18,280,65080,9264,9414,WALK
18,2425,67225,9414,9264,WALK
8,811,29611,9264,9223,WALK
13,1869,48669,9223,9264,WALK
11,321,39921,9303,9391,SHARED3FREE
14,924,51324,9391,9303,SHARED3FREE
8,2227,31027,9303,9292,BIKE
15,314,54314,9292,9303,BIKE
11,1274,40874,9268,9260,SHARED3FREE
18,814,65614,9260,9268,SHARED2FREE
7,2569,27769,9268,1046,SHARED3FREE
15,158,54158,1046,9268,SHARED3FREE
18,3472,68272,9268,9229,SHARED2FREE
9,2641,35041,9347,9414,WALK
8,77,28877,9541,9409,WALK
9,3194,35594,9409,9541,WALK
20,2288,74288,9414,9347,DRIVEALONEFREE
16,3382,60982,9286,9394,DRIVEALONEFREE
19,1622,70022,9394,9286,DRIVEALONEFREE
20,1587,73587,9249,9397,WALK
13,1131,47931,9398,9328,TAXI
17,3499,64699,9260,9273,WALK
18,1031,65831,9273,9260,WALK
7,1143,26343,9366,9429,SHARED2FREE
11,1605,41205,9429,9366,SHARED3FREE
8,3083,31883,9236,9302,SHARED2FREE
9,2589,34989,9302,9236,SHARED2FREE
17,934,62134,9236,9403,SHARED3FREE
18,1580,66380,9403,9236,SHARED3FREE
13,2459,49259,9381,9388,SHARED2FREE
10,3285,39285,9409,9398,WALK
10,1823,37823,9398,9398,WALK
10,3394,39394,9398,9414,WALK
10,3595,39595,9414,9409,WALK
7,2324,27524,9375,9393,WALK
8,2901,31701,9393,9375,SHARED3FREE
14,2680,53080,9375,9400,DRIVEALONEFREE
7,3110,28310,9329,9342,WALK
12,958,44158,9342,9329,WALK
12,2131,45331,9400,9400,WALK
13,2689,49489,9400,9402,WALK
13,183,46983,9402,9400,WALK
7,72,25272,9329,9400,SHARED2FREE
18,755,65555,9400,9329,WALK_TRANSIT
8,1011,29811,9365,9414,SHARED2FREE
8,3515,32315,9414,9365,SHARED2FREE
7,3041,28241,9261,9262,SHARED3FREE
8,3198,31998,9316,9246,DRIVEALONEFREE
11,3502,43102,9277,9250,DRIVEALONEFREE
8,2781,31581,9254,9397,SHARED3FREE
18,3045,67845,9397,9391,WALK_TRANSIT
7,681,25881,9391,9430,SHARED2FREE
18,1634,66434,9430,9391,SHARED3FREE
6,3039,24639,1372,9315,WALK
21,356,75956,9315,1372,WALK
8,2198,30998,1372,948,DRIVEALONEFREE
15,2610,56610,948,9295,TNC_SINGLE
15,449,54449,9295,1372,DRIVEALONEFREE
22,2576,81776,1288,1372,TAXI
15,2050,56050,9421,9366,WALK
8,2472,31272,9366,1362,DRIVEALONEFREE
11,1850,41450,9414,9266,DRIVEALONEFREE
20,560,72560,9266,9401,BIKE
8,2438,31238,9391,9397,SHARED2FREE
9,3080,35480,9397,9391,SHARED2FREE
14,185,50585,9391,9398,WALK
14,1827,52227,9398,9403,WALK
15,2797,56797,9403,9381,WALK
15,3264,57264,9381,9391,WALK
10,3121,39121,9258,9391,SHARED3FREE
14,329,50729,1297,9424,WALK
16,3151,60751,9424,1297,WALK
17,304,61504,9345,1293,SHARED2FREE
12,252,43452,9414,9421,WALK
15,729,54729,9421,9414,DRIVEALONEFREE
17,296,61496,9414,1289,DRIVEALONEFREE
8,1529,30329,9262,9297,SHARED2FREE
15,722,54722,9297,9262,SHARED2FREE
8,1761,30561,9262,9256,WALK_TRANSIT
17,1856,63056,9256,9262,SHARED2FREE
17,585,61785,9421,9338,SHARED3FREE
16,1145,58745,9338,9308,DRIVEALONEFREE
8,532,29332,1289,9414,DRIVEALONEFREE
8,2385,31185,9414,1289,DRIVEALONEFREE
5,1381,19381,9335,9251,DRIVEALONEFREE
6,2491,24091,9251,1289,DRIVEALONEFREE
20,764,72764,1289,9335,DRIVEALONEFREE
10,1667,37667,9333,9391,WALK_TRANSIT
7,2493,27693,1291,9325,SHARED2FREE
16,770,58370,9325,1291,SHARED2FREE
8,3171,31971,1291,9427,SHARED2FREE
16,2802,60402,9427,1291,SHARED2FREE
12,17,43217,1291,9402,DRIVEALONEFREE
12,1910,45110,9402,9421,DRIVEALONEFREE
13,1807,48607,9375,9414,TAXI
13,1298,48098,9414,1291,TAXI
19,761,69161,9391,9246,BIKE
19,510,68910,9317,9318,SHARED2FREE
13,3234,50034,9225,9421,WALK_TRANSIT
13,1663,48463,9421,9225,WALK_TRANSIT
19,898,69298,9351,9414,WALK
20,2630,74630,9414,9391,WALK
20,3249,75249,9391,9351,WALK
16,3342,60942,9246,9302,DRIVEALONEFREE
9,86,32486,9424,9277,WALK_TRANSIT
15,2678,56678,9277,9424,BIKE
13,463,47263,9360,9232,SHARED3FREE
18,989,65789,9232,9360,SHARED3FREE
7,3233,28433,9360,9374,WALK
15,1312,55312,9374,9360,SHARED3FREE
21,3487,79087,9360,9357,WALK
21,2753,78353,9357,9360,WALK
8,2914,31714,9360,9360,WALK
11,2846,42446,9360,9360,WALK
5,2232,20232,9360,9333,DRIVEALONEFREE
18,2001,66801,1362,9348,SHARED2FREE
7,177,25377,9348,9390,WALK_TRANSIT
15,975,54975,9390,9348,WALK_TRANSIT
15,640,54640,9392,9358,WALK
12,2985,46185,9446,9417,SHARED2FREE
13,1855,48655,9417,9246,SHARED2FREE
20,80,72080,9246,9446,SHARED2FREE
8,1970,30770,9446,9303,DRIVEALONEFREE
8,2334,31134,9303,9446,SHARED3FREE
10,573,36573,9277,9277,WALK
11,3418,43018,9277,9277,WALK
8,2822,31622,9225,9234,SHARED3FREE
8,2262,31062,9372,9390,WALK_TRANSIT
13,3510,50310,9390,9372,SHARED2FREE
8,2910,31710,9372,9348,WALK
6,642,22242,9297,9394,DRIVEALONEFREE
16,270,57870,9394,9297,DRIVEALONEFREE
9,2179,34579,9375,9414,SHARED2FREE
13,691,47491,9414,9375,SHARED2FREE
18,410,65210,948,9226,SHARED2FREE
18,1393,66193,9381,9414,WALK
16,1896,59496,9424,1386,SHARED2FREE
16,1963,59563,1386,1293,SHARED2FREE
16,828,58428,1293,9424,SHARED2FREE
11,3270,42870,9424,9246,DRIVEALONEFREE
15,650,54650,9246,9424,DRIVEALONEFREE
10,1620,37620,1293,1293,SHARED2FREE
8,1298,30098,9311,9277,SHARED2FREE
9,1695,34095,9277,9311,SHARED2FREE
12,3103,46303,9311,9290,SHARED3FREE
16,808,58408,9290,9311,SHARED3FREE
8,1940,30740,9311,9395,DRIVEALONEFREE
10,958,36958,9395,9311,WALK_TRANSIT
7,2162,27362,9300,9338,TAXI
9,3091,35491,9338,1293,DRIVEALONEFREE
11,1037,40637,1293,9300,DRIVEALONEFREE
8,1967,30767,9285,9425,WALK_TRANSIT
17,2287,63487,9425,9285,WALK_TRANSIT
8,171,28971,9285,9277,WALK
15,890,54890,9277,9285,WALK
12,3099,46299,9285,9402,SHARED2FREE
15,550,54550,9402,9285,BIKE
8,2865,31665,9285,9277,WALK
15,721,54721,9277,9285,WALK_TRANSIT
7,2217,27417,9424,9272,SHARED2FREE
7,45,25245,9272,9387,SHARED2FREE
7,388,25588,9387,9424,SHARED2FREE
8,784,29584,9445,9395,WALK
9,3587,35987,9395,9445,WALK
18,2948,67748,9285,9430,DRIVEALONEFREE
20,1293,73293,9430,9285,TAXI
14,1444,51844,9298,1293,DRIVEALONEFREE
14,2560,52960,9249,1288,WALK_TRANSIT
16,1875,59475,1288,9249,WALK_TRANSIT
21,814,76414,9445,9249,WALK
7,1545,26745,9249,9402,DRIVEALONEFREE
11,3599,43199,9413,948,SHARED2FREE
13,1283,48083,948,9413,SHARED2FREE
21,2860,78460,9374,9399,SHARED3FREE
8,637,29437,9425,9372,SHARED2FREE
16,1948,59548,9372,9425,SHARED2FREE
19,2452,70852,9414,9387,SHARED2FREE
18,3090,67890,9387,9315,WALK_TRANSIT
19,199,68599,9315,9387,WALK_TRANSIT
8,2423,31223,9360,9222,WALK
12,2216,45416,9222,9360,WALK
8,3001,31801,9360,9277,DRIVEALONEFREE
19,2627,71027,9360,9253,SHARED2FREE
19,258,68658,9253,9445,DRIVEALONEFREE
12,2931,46131,9241,9402,WALK
13,2509,49309,9402,9241,WALK
18,774,65574,9241,9339,DRIVEALONEFREE
9,1635,34035,9329,9264,DRIVEALONEFREE
12,1112,44312,9264,9329,TNC_SHARED
15,2470,56470,9391,9329,TNC_SINGLE
16,733,58333,9232,9351,SHARED3FREE
11,1745,41345,9287,9262,WALK
14,1159,51559,9262,9287,DRIVEALONEFREE
15,472,54472,9287,9409,DRIVEALONEFREE
18,486,65286,9409,9287,TAXI
7,3059,28259,9364,9377,WALK
20,821,72821,9377,9364,WALK
18,3051,67851,9364,9414,DRIVEALONEFREE
19,731,69131,9414,9364,TAXI
8,3473,32273,9364,9291,DRIVEALONEFREE
6,1806,23406,9328,9350,SHARED3FREE
