depart_hr,second,rq_time,start (MGRA),end (MGRA),mode
20,1871,73871,9427,9414,SHARED3FREE
18,1386,66186,9266,9262,WALK
18,81,64881,9262,9266,WALK
10,725,36725,9380,9249,WALK
10,3051,39051,9249,9380,WALK
8,3103,31903,9348,9404,WALK_TRANSIT
19,1624,70024,9404,9348,WALK_TRANSIT
8,1577,30377,9348,9343,SHARED2FREE
14,2431,52831,9343,9348,SHARED2FREE
7,488,25688,9297,9344,WALK
13,3291,50091,9344,9297,WALK
17,66,61266,9258,9399,BIKE
18,3212,68012,9282,9398,TNC_SINGLE
20,2461,74461,9398,9282,SHARED3FREE
13,2906,49706,9282,9398,WALK_TRANSIT
18,3039,67839,9398,9282,TNC_SINGLE
15,1111,55111,9402,9398,SHARED3FREE
8,3141,31941,9414,9416,DRIVEALONEFREE
18,3276,68076,9445,9421,WALK
18,3346,68146,9421,9445,WALK
8,2665,31465,9445,9428,TAXI
15,354,54354,9428,9445,SHARED2FREE
6,2385,23985,9445,9408,WALK
14,2036,52436,9408,9445,WALK_TRANSIT
7,1379,26579,9425,9321,SHARED2FREE
8,2665,31465,9321,9425,SHARED2FREE
15,324,54324,9425,9446,SHARED2FREE
19,1700,70100,9446,9425,SHARED2FREE
7,1667,26867,9429,9392,WALK
23,1315,84115,9392,9429,WALK
15,60,54060,9286,9403,SHARED3FREE
8,1919,30719,1288,9387,DRIVEALONEFREE
9,1362,33762,9424,9301,TAXI
17,208,61408,9301,9424,BIKE
12,2426,45626,9424,1293,SHARED2FREE
11,351,39951,9424,9246,SHARED3FREE
11,1049,40649,9246,9424,SHARED3FREE
17,975,62175,1361,1334,DRIVEALONEFREE
14,674,51074,9268,9402,SHARED3FREE
18,2455,67255,9248,9239,SHARED2FREE
7,279,25479,9328,9260,SHARED3FREE
14,1219,51619,9342,9260,SHARED3FREE
19,1720,70120,9330,9260,WALK_TRANSIT
10,2040,38040,9383,9420,WALK_TRANSIT
15,1033,55033,9420,9383,WALK_TRANSIT
17,663,61863,9425,9424,SHARED3FREE
14,2949,53349,9297,9283,SHARED3FREE
18,866,65666,9283,9297,SHARED2FREE
17,3244,64444,9446,9297,DRIVEALONEFREE
12,2041,45241,9294,9297,SHARED3FREE
18,785,65585,9297,9294,SHARED3FREE
7,2378,27578,9294,9285,WALK
12,2177,45377,9285,9294,WALK
16,1831,59431,1293,9385,TAXI
8,3429,32229,9372,9235,SHARED2FREE
17,1028,62228,9235,9372,SHARED3FREE
8,3083,31883,9372,9251,SHARED3FREE
15,1950,55950,9251,9372,SHARED3FREE
10,340,36340,9409,9372,SHARED3FREE
15,2717,56717,9247,9423,DRIVEALONEFREE
20,449,72449,9423,9400,DRIVEALONEFREE
16,1518,59118,9445,9409,SHARED3FREE
8,3550,32350,9425,9373,WALK_TRANSIT
15,598,54598,1291,9370,DRIVEALONEFREE
16,3160,60760,9370,1289,DRIVEALONEFREE
21,3049,78649,1289,9391,DRIVEALONEFREE
14,828,51228,9392,9409,TNC_SINGLE
15,1837,55837,9387,9414,SHARED3FREE
14,2026,52426,9410,9414,DRIVEALONEFREE
11,2568,42168,9250,9246,WALK
11,2357,41957,9246,9250,WALK
7,116,25316,9250,9414,SHARED2FREE
17,383,61583,9414,9250,WALK_TRANSIT
12,1742,44942,1291,1288,DRIVEALONEFREE
12,574,43774,1288,1291,DRIVEALONEFREE
7,1728,26928,1291,9249,SHARED2FREE
12,2631,45831,9249,1291,SHARED2FREE
13,1167,47967,1291,9249,DRIVEALONEFREE
18,2156,66956,9249,9402,DRIVEALONEFREE
7,411,25611,9350,9241,WALK_TRANSIT
7,2175,27375,9446,9397,SHARED2FREE
17,2949,64149,1362,9446,SHARED2FREE
19,1873,70273,9446,1291,SHARED2FREE
21,529,76129,1291,9446,DRIVEALONEFREE
12,2257,45457,9446,9291,DRIVEALONEFREE
14,284,50684,9291,9446,DRIVEALONEFREE
8,2508,31308,1361,9301,TAXI
14,3398,53798,9301,1361,WALK_TRANSIT
17,3004,64204,1361,9358,DRIVEALONEFREE
19,2454,70854,9358,1361,TAXI
16,261,57861,1292,9425,SHARED2FREE
19,540,68940,9391,9394,SHARED2FREE
9,3369,35769,9430,9345,SHARED2FREE
7,2780,27980,9315,9316,WALK
7,1451,26651,9316,9315,WALK
11,2558,42158,1295,9357,DRIVEALONEFREE
7,2192,27392,9377,9227,TAXI
15,309,54309,9227,9377,WALK_TRANSIT
20,1715,73715,9398,9409,SHARED3FREE
15,2108,56108,9397,9421,DRIVEALONEFREE
8,128,28928,9350,9257,SHARED3FREE
8,3480,32280,9257,9350,DRIVEALONEFREE
13,1940,48740,9403,1288,WALK_TRANSIT
21,2384,77984,1288,9403,TNC_SHARED
10,2326,38326,9403,1293,TAXI
12,2120,45320,1293,9403,TNC_SHARED
11,133,39733,9225,9391,WALK_TRANSIT
15,2879,56879,9391,9225,SHARED3FREE
8,2272,31072,9256,9283,WALK
15,1436,55436,9283,9256,WALK
20,2856,74856,9368,9302,DRIVEALONEFREE
8,1417,30217,9401,9391,WALK_TRANSIT
9,1303,33703,9232,9287,SHARED2FREE
23,563,83363,9287,9232,WALK_TRANSIT
17,2245,63445,9377,9428,SHARED3FREE
8,1127,29927,9372,9350,WALK_TRANSIT
16,2717,60317,9350,9372,WALK_TRANSIT
15,3071,57071,9348,9402,SHARED3FREE
16,2153,59753,9402,9348,SHARED3FREE
12,2058,45258,9348,9400,SHARED2FREE
7,915,26115,9348,9425,WALK
15,82,54082,9425,9348,WALK
16,1740,59340,9341,9390,SHARED3FREE
16,2384,59984,9390,9341,SHARED3FREE
7,3324,28524,1343,9302,DRIVEALONEFREE
8,579,29379,9327,9405,BIKE
15,184,54184,9405,9327,BIKE
7,2593,27793,9327,9256,SHARED2FREE
17,3203,64403,9256,9327,SHARED2FREE
15,3189,57189,9327,9282,SHARED3FREE
15,2483,56483,9282,9327,SHARED3FREE
9,1187,33587,9223,9297,SHARED3FREE
13,1368,48168,9297,9223,SHARED3FREE
15,3161,57161,9223,9412,SHARED3FREE
23,2820,85620,9412,9223,SHARED2FREE
15,936,54936,9223,9414,WALK
16,920,58520,9414,9321,WALK
18,1617,66417,9321,9223,WALK
10,17,36017,948,948,WALK
10,601,36601,948,948,WALK
18,0,64800,9394,9414,DRIVEALONEFREE
12,752,43952,9403,9393,DRIVEALONEFREE
11,3573,43173,9424,1288,TAXI
13,147,46947,1288,9424,TAXI
12,866,44066,9421,9249,DRIVEALONEFREE
7,1826,27026,9266,9409,DRIVEALONEFREE
18,3279,68079,9409,9266,DRIVEALONEFREE
16,2397,59997,9266,1288,BIKE
17,1918,63118,1288,9266,SHARED3FREE
17,2088,63288,9412,9414,WALK_TRANSIT
18,547,65347,1361,9246,TAXI
20,3375,75375,9246,9310,DRIVEALONEFREE
20,2065,74065,9310,1361,DRIVEALONEFREE
16,2715,60315,1288,9392,WALK_TRANSIT
12,2913,46113,9337,1288,DRIVEALONEFREE
6,2567,24167,9333,9318,SHARED3FREE
14,2181,52581,9318,9333,SHARED3FREE
18,3527,68327,9284,9421,SHARED2FREE
11,3156,42756,9290,1386,SHARED2FREE
7,2349,27549,948,1288,DRIVEALONEFREE
11,2300,41900,9421,9398,DRIVEALONEFREE
15,2253,56253,1046,1386,SHARED2FREE
8,2476,31276,1369,9291,WALK_TRANSIT
18,2275,67075,9291,1369,WALK_TRANSIT
12,1671,44871,9400,9252,WALK_TRANSIT
13,2851,49651,9252,9262,TNC_SINGLE
14,1215,51615,9262,9319,TAXI
21,1000,76600,9319,9262,TNC_SHARED
8,2451,31251,9389,9391,DRIVEALONEFREE
8,1282,30082,9242,9417,DRIVEALONEFREE
8,346,29146,9417,9414,DRIVEALONEFREE
17,711,61911,9414,1288,DRIVEALONEFREE
17,847,62047,1288,9421,DRIVEALONEFREE
17,189,61389,9421,1288,DRIVEALONEFREE
17,851,62051,1288,9242,DRIVEALONEFREE
6,599,22199,9260,9232,WALK_TRANSIT
14,432,50832,9232,9260,SHARED2FREE
18,273,65073,9242,9260,SHARED3FREE
7,2327,27527,9256,9414,SHARED2FREE
19,1616,70016,1293,9277,TNC_SINGLE
21,3593,79193,9416,9333,DRIVEALONEFREE
21,1065,76665,9333,9414,DRIVEALONEFREE
21,1653,77253,9414,9424,DRIVEALONEFREE
7,2417,27617,9330,9277,WALK_TRANSIT
8,704,29504,9330,948,SHARED2FREE
19,127,68527,948,9330,WALK_TRANSIT
14,2005,52405,9351,948,DRIVEALONEFREE
14,2392,52792,948,9351,SHARED2FREE
6,402,22002,9351,9409,SHARED2FREE
16,958,58558,9409,9351,DRIVEALONEFREE
18,3245,68045,9400,9403,WALK
17,3376,64576,9403,9403,DRIVEALONEFREE
18,285,65085,9403,9403,DRIVEALONEFREE
18,3377,68177,9403,9351,SHARED3FREE
19,2448,70848,9351,9403,DRIVEALONEFREE
12,3473,46673,9403,950,TAXI
13,2366,49166,950,948,DRIVEALONEFREE
14,23,50423,948,9403,DRIVEALONEFREE
17,1101,62301,9277,9394,SHARED3FREE
15,3075,57075,9250,9317,DRIVEALONEFREE
13,2450,49250,9250,9277,SHARED2FREE
14,1589,51989,9277,9250,SHARED2FREE
7,184,25384,9233,9271,WALK
16,3225,60825,9271,9233,WALK
18,404,65204,9277,9233,WALK
15,3533,57533,9236,9233,DRIVEALONEFREE
13,1300,48100,9414,9264,SHARED3FREE
17,3520,64720,1293,9409,WALK
13,574,47374,9347,9321,WALK
16,1823,59423,9256,9296,SHARED2FREE
11,1892,41492,9256,9358,SHARED3FREE
18,75,64875,9358,9256,SHARED3FREE
23,780,83580,1293,1288,DRIVEALONEFREE
8,3285,32085,1293,9420,SHARED3FREE
7,1169,26369,9429,9381,BIKE
8,2901,31701,9381,9429,SHARED3FREE
7,1643,26843,1334,9313,SHARED2FREE
8,788,29588,9313,1334,DRIVEALONEFREE
8,3160,31960,9285,9402,TNC_SHARED
8,399,29199,9402,9285,TAXI
8,1253,30053,9285,9255,SHARED3FREE
19,462,68862,9255,9394,SHARED2FREE
19,3155,71555,9394,9285,SHARED3FREE
8,2070,30870,9238,9414,SHARED2FREE
19,3309,71709,9381,9332,SHARED3FREE
8,444,29244,1362,9309,WALK
7,544,25744,9323,9350,DRIVEALONEFREE
7,2245,27445,9350,9323,SHARED2FREE
8,2211,31011,9298,9262,SHARED3FREE
8,1699,30499,9298,9428,SHARED2FREE
8,2934,31734,9428,9298,SHARED2FREE
14,1036,51436,9298,9439,DRIVEALONEFREE
13,855,47655,9394,9410,SHARED2FREE
14,1411,51811,9410,9394,WALK_TRANSIT
8,2626,31426,9254,1293,DRIVEALONEFREE
10,2993,38993,1293,9254,DRIVEALONEFREE
18,563,65363,9257,9253,SHARED2FREE
15,1266,55266,9378,9445,SHARED3FREE
6,3537,25137,9345,1334,WALK_TRANSIT
12,3126,46326,1334,9345,SHARED3FREE
19,2295,70695,948,948,SHARED3FREE
19,3273,71673,9428,9409,WALK
20,81,72081,9409,9414,WALK
21,2633,78233,9414,9428,WALK
12,3545,46745,9297,948,WALK_TRANSIT
13,428,47228,948,9297,TAXI
8,3459,32259,9375,9243,DRIVEALONEFREE
9,2393,34793,9243,9375,DRIVEALONEFREE
8,1639,30439,9375,9247,SHARED3FREE
16,2781,60381,9247,9375,WALK_TRANSIT
8,416,29216,9282,9411,DRIVEALONEFREE
12,734,43934,9411,9282,DRIVEALONEFREE
11,2514,42114,1293,1293,DRIVEALONEFREE
9,100,32500,9289,9224,WALK_TRANSIT
20,3280,75280,9224,9289,WALK_TRANSIT
7,3305,28505,9309,9232,SHARED3FREE
15,2366,56366,9232,9309,WALK_TRANSIT
19,2849,71249,1290,9421,SHARED2FREE
21,998,76598,9421,1290,SHARED2FREE
10,3219,39219,1290,1293,DRIVEALONEFREE
9,1783,34183,9239,9356,WALK_TRANSIT
7,1374,26574,9223,9375,DRIVEALONEFREE
10,1234,37234,9223,9273,WALK
10,3503,39503,9273,9223,WALK
13,3059,49859,9223,9304,WALK_TRANSIT
14,2496,52896,9304,9223,WALK_TRANSIT
7,1365,26565,9223,9375,WALK
7,1684,26884,9375,9234,WALK
17,2282,63482,9234,9223,WALK
18,806,65606,9370,1293,WALK
21,762,76362,1293,9370,TAXI
5,1582,19582,9339,9313,DRIVEALONEFREE
6,1501,23101,9313,9339,SHARED3FREE
21,220,75820,9311,9398,TNC_SINGLE
21,158,75758,9398,9339,WALK_TRANSIT
11,3050,42650,9330,1046,SHARED2FREE
14,640,51040,1046,9330,SHARED2FREE
20,3234,75234,9394,9288,WALK_TRANSIT
15,3104,57104,9296,9404,SHARED2FREE
15,1408,55408,9404,9296,SHARED3FREE
13,2307,49107,1293,9342,SHARED3FREE
18,3046,67846,9358,9397,DRIVEALONEFREE
7,616,25816,9307,9256,WALK
15,1769,55769,9256,9307,SHARED3FREE
14,3369,53769,9307,9347,WALK_TRANSIT
17,753,61953,9347,9307,WALK_TRANSIT
7,806,26006,9414,9394,SHARED2FREE
11,3291,42891,9421,9419,DRIVEALONEFREE
11,1583,41183,9419,9430,DRIVEALONEFREE
22,279,79479,9428,9445,SHARED3FREE
8,2122,30922,9358,1293,SHARED2FREE
8,3264,32064,9365,9427,BIKE
15,1824,55824,9427,9365,SHARED3FREE
7,2058,27258,9365,9411,WALK
14,2763,53163,9411,9365,WALK
11,3324,42924,9365,948,DRIVEALONEFREE
13,1416,48216,948,9365,DRIVEALONEFREE
15,1698,55698,9365,9404,TAXI
21,1365,76965,9352,9270,SHARED2FREE
8,2536,31336,9270,9280,SHARED3FREE
15,1141,55141,9280,9270,SHARED3FREE
15,1517,55517,9421,9300,DRIVEALONEFREE
8,2277,31077,9229,9400,DRIVEALONEFREE
8,2591,31391,9400,9391,WALK
23,1542,84342,9334,9334,DRIVEALONEFREE
8,1297,30097,9334,9363,DRIVEALONEFREE
8,2431,31231,9274,9277,WALK
16,1845,59445,9277,9274,WALK
21,1859,77459,9330,9232,SHARED2FREE
17,2207,63407,9414,9232,DRIVEALONEFREE
7,3501,28701,9269,9247,WALK
14,2752,53152,9247,9269,WALK
12,1749,44949,9269,9331,WALK
20,643,72643,9331,9269,WALK
18,1059,65859,1334,9269,TAXI
14,3297,53697,9269,9414,SHARED3FREE
15,622,54622,9414,9269,SHARED3FREE
7,1022,26222,9234,9388,SHARED2FREE
14,1475,51875,9388,9234,WALK
21,3355,78955,9234,9409,SHARED3FREE
21,736,76336,9409,9414,SHARED3FREE
21,186,75786,9414,9234,SHARED3FREE
8,1996,30796,9234,9329,SHARED2FREE
18,2098,66898,9329,9234,BIKE
5,672,18672,9424,9430,WALK
14,2837,53237,9430,9424,WALK
9,13,32413,9290,1293,DRIVEALONEFREE
15,2749,56749,9304,9402,SHARED3FREE
10,507,36507,9414,9394,BIKE
21,3489,79089,9262,9269,SHARED2FREE
23,2552,85352,9269,9262,TNC_SHARED
6,1134,22734,9343,9426,DRIVEALONEFREE
8,3024,31824,9343,9317,WALK_TRANSIT
15,3491,57491,9317,9343,WALK_TRANSIT
8,1377,30177,9283,9226,SHARED3FREE
7,127,25327,9283,9345,SHARED3FREE
15,905,54905,9345,9283,SHARED3FREE
5,1338,19338,9283,9226,DRIVEALONEFREE
11,1005,40605,9321,1293,DRIVEALONEFREE
7,2324,27524,9224,9232,SHARED3FREE
7,636,25836,9232,9224,SHARED3FREE
8,1649,30449,9224,9388,WALK_TRANSIT
12,1126,44326,9388,9224,WALK_TRANSIT
9,2566,34966,9297,9297,BIKE
18,1247,66047,9297,9297,BIKE
8,2573,31373,9288,9249,DRIVEALONEFREE
17,822,62022,9249,9288,DRIVEALONEFREE
13,1032,47832,1361,9318,TNC_SINGLE
13,1397,48197,9318,9402,SHARED3FREE
16,1394,58994,9402,9318,SHARED3FREE
7,114,25314,948,9421,WALK
7,1221,26421,9421,9421,WALK
7,816,26016,9421,948,WALK
14,782,51182,9254,9234,SHARED3FREE
15,2979,56979,9234,9254,SHARED3FREE
19,797,69197,9395,9399,SHARED3FREE
19,2658,71058,9399,9254,SHARED3FREE
20,2743,74743,9254,9276,DRIVEALONEFREE
20,354,72354,9276,9254,SHARED2FREE
20,11,72011,9396,9414,SHARED2FREE
20,1997,73997,9414,1288,SHARED2FREE
20,198,72198,1288,9254,DRIVE_TRANSIT
16,1366,58966,9429,9230,DRIVEALONEFREE
13,2153,48953,1293,9230,DRIVEALONEFREE
19,2986,71386,9421,1343,DRIVEALONEFREE
14,723,51123,9414,9341,DRIVEALONEFREE
8,2943,31743,1293,9400,DRIVEALONEFREE
16,3102,60702,9400,1288,DRIVEALONEFREE
16,1169,58769,1288,1293,DRIVEALONEFREE
16,1158,58758,9358,1293,WALK_TRANSIT
9,497,32897,9297,9243,SHARED2FREE
15,2704,56704,9243,1386,SHARED2FREE
14,744,51144,9297,9280,WALK
16,715,58315,9280,9297,WALK
17,1061,62261,9409,9246,DRIVEALONEFREE
17,335,61535,9377,9410,SHARED3FREE
7,2166,27366,9377,9352,WALK
14,190,50590,9352,9377,WALK
15,1451,55451,9421,9400,SHARED2FREE
21,3195,78795,1293,9414,SHARED2FREE
13,1529,48329,9325,1288,TNC_SINGLE
13,379,47179,1288,9325,DRIVEALONEFREE
9,165,32565,9222,9397,TNC_SINGLE
10,2332,38332,9394,9409,WALK
10,916,36916,9409,9394,WALK
7,1690,26890,9247,9309,SHARED2FREE
14,1616,52016,9309,9247,SHARED2FREE
13,1658,48458,9249,9247,SHARED2FREE
8,384,29184,9344,9345,WALK
16,3445,61045,9345,9344,WALK
8,552,29352,9383,9414,DRIVEALONEFREE
8,1647,30447,9321,9409,DRIVEALONEFREE
15,3364,57364,9399,9414,DRIVEALONEFREE
9,2205,34605,9307,9225,DRIVEALONEFREE
6,3082,24682,9378,9384,WALK
13,1903,48703,9384,9378,WALK
11,2943,42543,1293,9399,WALK_TRANSIT
7,135,25335,9349,9247,DRIVEALONEFREE
7,2794,27994,9258,9256,TNC_SHARED
15,2485,56485,9256,9258,SHARED3FREE
8,2552,31352,9228,9256,DRIVEALONEFREE
13,2054,48854,9256,9228,DRIVEALONEFREE
8,1199,29999,9282,9277,DRIVEALONEFREE
14,548,50948,9277,9282,SHARED2FREE
17,2126,63326,9446,9235,WALK
18,1765,66565,9235,9446,WALK
12,3047,46247,9394,9410,SHARED3FREE
14,162,50562,9410,9394,SHARED2FREE
8,3469,32269,9302,9372,WALK_TRANSIT
8,940,29740,9352,9372,SHARED3FREE
19,3304,71704,9372,9352,SHARED3FREE
12,507,43707,9352,9358,WALK
15,51,54051,9358,9352,WALK
8,420,29220,9414,9352,DRIVEALONEFREE
14,1073,51473,9352,9238,SHARED2FREE
14,1001,51401,9238,9352,DRIVEALONEFREE
13,2640,49440,9352,9291,DRIVEALONEFREE
14,2050,52450,9291,9352,DRIVEALONEFREE
15,118,54118,9371,9340,DRIVEALONEFREE
8,496,29296,1293,9414,TAXI
12,1774,44974,9311,1386,TAXI
15,914,54914,1386,9311,DRIVEALONEFREE
17,1809,63009,9414,9311,DRIVEALONEFREE
14,2022,52422,1296,9421,DRIVEALONEFREE
16,3589,61189,9421,1296,DRIVEALONEFREE
19,403,68803,9409,1293,DRIVEALONEFREE
15,1514,55514,9424,1293,DRIVEALONEFREE
15,2063,56063,1293,9424,TAXI
18,999,65799,9358,9414,WALK
19,1687,70087,9414,9358,WALK
14,172,50572,9342,1334,WALK
9,1984,34384,9277,9224,DRIVEALONEFREE
6,1663,23263,9360,9338,SHARED2FREE
14,322,50722,9338,9360,WALK_TRANSIT
8,2551,31351,9360,9397,SHARED3FREE
16,2084,59684,9397,9360,DRIVEALONEFREE
14,2040,52440,9360,9409,DRIVEALONEFREE
8,2181,30981,9297,9403,WALK_TRANSIT
21,348,75948,9403,9297,SHARED3FREE
7,3547,28747,9297,9262,SHARED2FREE
14,3107,53507,9262,9297,BIKE
12,219,43419,9328,9274,DRIVEALONEFREE
7,475,25675,9365,9239,SHARED3FREE
15,1862,55862,9239,9365,SHARED3FREE
13,3125,49925,9365,9391,DRIVEALONEFREE
13,3518,50318,9391,9365,DRIVEALONEFREE
10,835,36835,9365,9414,DRIVEALONEFREE
12,933,44133,9341,9330,BIKE
7,1631,26831,9284,9277,BIKE
15,3296,57296,9277,9284,SHARED3FREE
9,2458,34858,9269,9230,SHARED3FREE
17,353,61553,9230,9393,WALK
17,1590,62790,9393,9269,WALK
7,1940,27140,9269,9299,DRIVEALONEFREE
7,1949,27149,9299,9269,DRIVEALONEFREE
15,3005,57005,9269,9369,SHARED2FREE
15,2880,56880,9369,9344,DRIVEALONEFREE
17,3161,64361,9344,9269,DRIVEALONEFREE
14,1051,51451,9271,9225,SHARED2FREE
14,2515,52915,9225,9271,SHARED3FREE
18,2258,67058,9260,9281,DRIVEALONEFREE
18,2728,67528,9281,9301,DRIVEALONEFREE
20,936,72936,9301,9260,DRIVEALONEFREE
18,713,65513,950,9322,SHARED2FREE
15,3289,57289,9322,9410,DRIVEALONEFREE
16,2968,60568,9410,9322,DRIVEALONEFREE
18,219,65019,9330,1386,SHARED3FREE
20,755,72755,1386,9330,SHARED2FREE
7,260,25460,9330,9364,SHARED3FREE
14,2191,52591,9364,9330,SHARED3FREE
7,2388,27588,9330,9277,TAXI
17,3226,64426,9277,9330,SHARED3FREE
10,999,36999,9445,9246,WALK_TRANSIT
14,3178,53578,9246,9445,WALK_TRANSIT
8,2181,30981,9256,9293,SHARED2FREE
15,278,54278,9293,9256,WALK
11,982,40582,9420,9375,WALK
20,2542,74542,9375,9420,WALK
10,2509,38509,9420,9285,WALK_TRANSIT
8,2808,31608,9387,9337,TAXI
16,524,58124,9337,1288,SHARED2FREE
10,2899,38899,9350,9228,SHARED3FREE
17,1627,62827,9228,9350,SHARED2FREE
11,584,40184,9291,9277,WALK
11,609,40209,9277,9291,WALK
9,1190,33590,9402,9319,SHARED2FREE
15,2993,56993,9319,9445,SHARED2FREE
10,2126,38126,9271,9421,SHARED3FREE
15,2373,56373,9304,9400,TAXI
17,1752,62952,9400,9394,TAXI
17,1524,62724,9394,9304,TAXI
12,6,43206,9304,9385,SHARED3FREE
13,648,47448,9385,9304,SHARED2FREE
15,684,54684,9268,9400,SHARED3FREE
8,3224,32024,9414,948,BIKE
8,82,28882,948,9409,WALK_TRANSIT
7,3176,28376,1297,9365,SHARED2FREE
12,787,43987,9365,1297,SHARED2FREE
7,1681,26881,1297,9277,DRIVEALONEFREE
17,2563,63763,9277,1297,DRIVEALONEFREE
7,2236,27436,9321,9237,SHARED2FREE
15,26,54026,9237,9321,SHARED2FREE
11,3258,42858,9416,9400,WALK
15,2653,56653,9400,9416,WALK_TRANSIT
8,2561,31361,9321,9416,WALK
17,560,61760,9416,9321,SHARED3FREE
8,1105,29905,9321,9388,WALK
8,2660,31460,9388,9321,WALK
14,1325,51725,1293,9321,SHARED3FREE
15,1916,55916,9321,9277,SHARED2FREE
16,3516,61116,9277,9321,SHARED2FREE
14,870,51270,9308,9339,DRIVEALONEFREE
14,3121,53521,9339,9308,DRIVEALONEFREE
12,1804,45004,9316,9398,WALK_TRANSIT
12,1893,45093,9398,9316,DRIVEALONEFREE
11,1766,41366,9256,9310,WALK
13,375,47175,9310,9256,WALK
11,3239,42839,9409,9430,WALK
14,2153,52553,9430,9391,WALK
14,2803,53203,9391,9409,WALK
8,3197,31997,9333,9322,WALK
17,383,61583,9322,9333,WALK
16,2027,59627,9298,9409,SHARED2FREE
17,3034,64234,9409,9298,SHARED3FREE
10,600,36600,9445,9300,SHARED2FREE
14,2934,53334,9300,9445,SHARED3FREE
18,1861,66661,9445,9381,WALK_TRANSIT
18,2126,66926,9381,9445,WALK_TRANSIT
11,2497,42097,9409,9408,DRIVEALONEFREE
11,304,39904,9408,9414,TAXI
11,1797,41397,9414,9394,DRIVEALONEFREE
11,1259,40859,9394,9368,DRIVEALONEFREE
19,745,69145,9253,9247,DRIVEALONEFREE
18,692,65492,9411,9414,SHARED2FREE
18,2314,67114,9414,9411,DRIVEALONEFREE
23,2990,85790,9376,9277,WALK_TRANSIT
18,1560,66360,9288,9271,SHARED2FREE
20,1466,73466,9271,9288,SHARED2FREE
7,3217,28417,9288,9337,SHARED3FREE
17,270,61470,9337,9288,SHARED2FREE
18,3450,68250,9272,9274,WALK
22,3558,82758,9274,9272,WALK
10,570,36570,9272,1293,TAXI
19,2251,70651,9417,9255,SHARED3FREE
11,2044,41644,9445,1288,SHARED3FREE
12,1651,44851,1293,1288,SHARED3FREE
12,2229,45429,1288,1293,SHARED3FREE
12,340,43540,9257,9264,SHARED3FREE
14,2542,52942,9264,9257,SHARED3FREE
8,2304,31104,9268,9225,WALK
15,1614,55614,9225,9268,WALK
8,1647,30447,9268,9243,SHARED2FREE
9,1593,33993,9243,9398,WALK_TRANSIT
7,2921,28121,9403,9421,SHARED2FREE
7,2579,27779,9421,9403,DRIVEALONEFREE
10,2711,38711,9344,9368,DRIVEALONEFREE
14,3400,53800,1369,9414,SHARED3FREE
15,1279,55279,9414,1369,SHARED3FREE
12,2516,45716,9320,1288,TAXI
9,3599,35999,9220,9414,DRIVEALONEFREE
13,2792,49592,9414,9220,TAXI
14,345,50745,9287,9220,WALK
7,2379,27579,1372,9280,SHARED2FREE
13,3332,50132,9280,1372,WALK_TRANSIT
13,1556,48356,9271,9347,TAXI
16,2279,59879,9400,948,SHARED3FREE
18,1347,66147,9249,9402,WALK
14,2727,53127,9358,9402,WALK
16,998,58598,9402,9358,WALK
15,109,54109,9319,9421,WALK
17,2580,63780,9421,9319,WALK
8,2584,31384,9227,1293,TNC_SINGLE
12,2763,45963,9428,9410,WALK
12,2487,45687,9410,9428,WALK
9,2528,34928,1046,9388,SHARED3FREE
12,1392,44592,9388,1046,SHARED2FREE
8,3452,32252,9260,9277,SHARED2FREE
12,1381,44581,9277,9260,WALK_TRANSIT
7,2427,27627,9260,9402,WALK_TRANSIT
8,521,29321,9402,9260,BIKE
13,278,47078,9399,9260,TNC_SINGLE
9,2924,35324,9414,9417,WALK
9,3031,35431,9417,9414,WALK
7,2214,27414,9403,9222,SHARED2FREE
13,590,47390,9222,9403,WALK_TRANSIT
7,2219,27419,9226,9336,WALK
15,1984,55984,9336,9226,WALK
9,3045,35445,9226,948,DRIVEALONEFREE
16,508,58108,9381,9391,WALK_TRANSIT
16,3176,60776,9391,9381,DRIVE_TRANSIT
8,740,29540,9381,9392,SHARED3FREE
10,1496,37496,9392,9381,SHARED3FREE
16,1181,58781,9330,1289,SHARED3FREE
19,1473,69873,9330,9285,WALK_TRANSIT
21,726,76326,9285,9349,SHARED2FREE
21,434,76034,9349,9285,DRIVEALONEFREE
16,195,57795,1293,1292,DRIVEALONEFREE
7,2045,27245,9414,9249,WALK_TRANSIT
7,3501,28701,9306,1293,SHARED2FREE
13,1708,48508,1288,1294,SHARED3FREE
12,2763,45963,9445,9421,DRIVEALONEFREE
13,313,47113,9421,9445,DRIVEALONEFREE
8,2388,31188,9261,9372,WALK_TRANSIT
15,1727,55727,9372,9261,WALK_TRANSIT
14,1393,51793,9445,9394,DRIVEALONEFREE
15,3253,57253,9403,9417,WALK
16,2014,59614,9417,9403,WALK
20,1998,73998,9339,9403,DRIVEALONEFREE
20,1758,73758,9403,9321,WALK_TRANSIT
22,3451,82651,9321,9403,WALK_TRANSIT
15,2649,56649,948,9414,SHARED3FREE
15,2443,56443,1369,9393,DRIVEALONEFREE
15,2411,56411,9393,1369,DRIVEALONEFREE
16,470,58070,9409,9414,DRIVEALONEFREE
16,3548,61148,9394,9303,SHARED2FREE
8,355,29155,9303,9249,TAXI
15,1582,55582,9249,9303,WALK_TRANSIT
16,2294,59894,9261,9303,SHARED3FREE
8,2495,31295,9221,9251,SHARED3FREE
17,2973,64173,9251,9221,WALK
5,697,18697,9253,9228,DRIVEALONEFREE
17,3558,64758,9393,9414,SHARED3FREE
